,ver_claim_ids,named_entities
9193,vclaim-pol-09193,"[['Foreign Intelligence Surveillance Court', 11404, 'Q2495339']]"
9194,vclaim-pol-09194,"[['U.S. Senate', 24909346, 'Q66096'], ['48', 'not available', 'not available']]"
9195,vclaim-pol-09195,"[['immigration reform', 55260161, 'not available'], ['Marco Rubio', 5502549, 'Q324546'], ['border security', 2817606, 'Q1057263'], ['Spanish', 963152, 'Q160894']]"
9196,vclaim-pol-09196,"[['Newtown', 'not available', 'not available'], ['Afghanistan', 737, 'Q889']]"
9197,vclaim-pol-09197,"[['Florida', 18933066, 'Q812'], ['1', 'not available', 'not available'], ['government corruption', 66220, 'Q10858400'], ['Gov. Rick Scott', 4280148, 'Q439729']]"
9198,vclaim-pol-09198,"[['Wisconsin Economic Development Corp', 'not available', 'not available']]"
9199,vclaim-pol-09199,"[['IRS scandal', 39380632, 'Q13311441']]"
9200,vclaim-pol-09200,"[['New York', 8210131, 'Q1384'], ['Big Gulp', 47420, 'Q259340']]"
9201,vclaim-pol-09201,"[['Wisconsin Economic Development Corporation', 47079522, 'Q22073514']]"
9202,vclaim-pol-09202,"[['Rhode Island', 25410, 'Q1387'], ['Amendment to the Constitution', 261586, 'Q53463'], ['federal income taxes', 3136256, 'Q1308197'], ['Rhode Island', 25410, 'Q1387'], ['federal income taxes', 3136256, 'Q1308197']]"
9203,vclaim-pol-09203,[]
9204,vclaim-pol-09204,"[['Gov. Rick Scott', 4280148, 'Q439729'], ['National Guard', 37988, 'Q928670'], ['federal disaster', 1986491, 'Q4115986'], ['FEMA', 73797, 'Q503010']]"
9205,vclaim-pol-09205,"[['farm subsidies', 171866, 'Q396268'], ['food stamps', 659087, 'Q556318']]"
9206,vclaim-pol-09206,"[['United States', 3434750, 'Q30'], ['Syria', 7515849, 'Q858']]"
9207,vclaim-pol-09207,"[['Corporate tax', 912407, 'Q645011'], ['Presidents', 'not available', 'not available'], ['John F. Kennedy', 5119376, 'Q9696'], ['George W. Bush', 3414021, 'Q207'], ['United States', 3434750, 'Q30']]"
9208,vclaim-pol-09208,"[['credit card transactions', 15905419, 'Q83873'], ['credit card fraud', 15905419, 'Q83873'], ['0.04 percent', 'not available', 'not available'], ['8 percent, 9 percent, 10 percent', 'not available', 'not available'], ['Medicare fraud', 11599021, 'Q6806650']]"
9209,vclaim-pol-09209,"[['Rolling Stones', 31056, 'Q11036'], ['Austin', 'not available', 'not available'], ['$25,000', 'not available', 'not available'], ['nearby city', 2660332, 'Q2717842'], ['Rollingwood', 136704, 'Q981094']]"
9210,vclaim-pol-09210,"[['Government Accountability Office', 199096, 'Q749118'], ['Obamacare', 25226624, 'Q1414593'], ['long-term', 4421272, 'Q383126'], ['$6.2 trillion', 'not available', 'not available']]"
9211,vclaim-pol-09211,"[['Common Core', 27684253, 'Q5153317'], ['400', 'not available', 'not available'], ['data points', 501509, 'Q5227327']]"
9212,vclaim-pol-09212,"[['Seventy percent', 'not available', 'not available'], ['state of New Jersey', 21648, 'Q1408'], ['marriage equality', 92656, 'Q17422']]"
9213,vclaim-pol-09213,"[['unemployment', 31741, 'Q41171'], ['9.2 percent', 'not available', 'not available'], ['decided to run', 882177, 'Q1298358']]"
9214,vclaim-pol-09214,"[['Rhode Island', 25410, 'Q1387'], ['recidivism rate', 1105785, 'Q1420643'], ['60 percent', 'not available', 'not available']]"
9215,vclaim-pol-09215,"[['Wisconsin', 33127, 'Q1537'], ['federal funds', 7115982, 'Q4683443'], ['Obamacare', 25226624, 'Q1414593'], ['Medicaid expansion', 25226624, 'Q1414593']]"
9216,vclaim-pol-09216,"[['Oregon', 26811621, 'Q824'], ['government services', 1291782, 'Q161837'], ['illegal aliens', 7124412, 'Q856681'], ['income tax revenue', 5904976, 'Q2723740'], ['$1 billion', 'not available', 'not available']]"
9217,vclaim-pol-09217,"[['30', 'not available', 'not available'], ['global warming', 5042951, 'Q7942'], ['weather forecasting', 73231, 'Q182868']]"
9218,vclaim-pol-09218,"[['U.S.', 3434750, 'Q30'], ['college graduates', 6255834, 'Q4838750'], ['underemployed', 318784, 'Q1931244']]"
9219,vclaim-pol-09219,"[['Obamacare', 25226624, 'Q1414593'], ['sporting goods', 1802372, 'Q768186'], ['medical devices', 1363291, 'Q6554101']]"
9220,vclaim-pol-09220,"[['coal industry', 5987, 'Q24489']]"
9221,vclaim-pol-09221,"[['Republican', 32070, 'Q29468'], ['Providence', 'not available', 'not available'], ['30', 'not available', 'not available']]"
9222,vclaim-pol-09222,"[['Pink Pony', 'not available', 'not available'], ['DeKalb County', 'not available', 'not available']]"
9223,vclaim-pol-09223,"[['prohibited by law', 24156447, 'Q6517605'], ['email', 9738, 'Q9158'], ['United States', 3434750, 'Q30']]"
9224,vclaim-pol-09224,"[['intelligence community', 15881744, 'Q4431136'], ['business records', 2254416, 'Q804154'], ['law-abiding', 25166191, 'Q44918'], ['Americans', 'not available', 'not available'], ['terrorism', 30636, 'Q7283']]"
9225,vclaim-pol-09225,"[['1 percent', 'not available', 'not available'], ['Texas', 29810, 'Q1439'], ['district judges', 70235, 'Q1614849']]"
9226,vclaim-pol-09226,"[['Republican senator', 975428, 'Q368462'], ['Washington', 'not available', 'not available'], ['Clifford Case', 1476035, 'Q1101305'], ['Republican senator', 975428, 'Q368462']]"
9227,vclaim-pol-09227,"[['social welfare', 247817, 'Q180043'], ['statute', 26783, 'Q820655']]"
9228,vclaim-pol-09228,"[['Texas law', 39607536, 'Q16147114'], ['state agencies', 489674, 'Q327333'], ['Texas', 29810, 'Q1439']]"
9229,vclaim-pol-09229,"[['Madison Mayor', 'not available', 'not available'], ['Paul Soglin', 5613268, 'Q16107138']]"
9230,vclaim-pol-09230,"[['47', 'not available', 'not available'], ['ObamaCare', 25226624, 'Q1414593'], ['IRS', 23430752, 'Q973587'], ['Government Accountability Office', 199096, 'Q749118']]"
9231,vclaim-pol-09231,"[['IRS', 23430752, 'Q973587']]"
9232,vclaim-pol-09232,"[['Kathleen Sebelius', 434025, 'Q27677'], ['10', 'not available', 'not available'], ['year-old', 2545801, 'Q1595351'], ['lung', 36863, 'Q7886'], ['Sarah Murnaghan', 40412037, 'Q17110398']]"
9233,vclaim-pol-09233,"[['Gov. Rick Scott', 4280148, 'Q439729'], ['$1 million', 'not available', 'not available'], ['insurance', 15176, 'Q43183'], ['health care law', 25226624, 'Q1414593']]"
9234,vclaim-pol-09234,[]
9235,vclaim-pol-09235,"[['Georgia', 48830, 'Q1428'], ['Georgia', 48830, 'Q1428'], ['eighth-most', 1045380, 'Q206350']]"
9236,vclaim-pol-09236,"[['Democratic Party', 5043544, 'Q29552'], ['Planned Parenthood', 503193, 'Q2553262']]"
9237,vclaim-pol-09237,"[['Democratic Party', 5043544, 'Q29552'], ['Ku Klux Klan', 16779, 'Q47131']]"
9238,vclaim-pol-09238,"[['Obamacare', 25226624, 'Q1414593'], ['30 million', 'not available', 'not available'], ['health insurance', 490201, 'Q334911']]"
9239,vclaim-pol-09239,"[['18 percent', 'not available', 'not available'], ['40 percent', 'not available', 'not available']]"
9240,vclaim-pol-09240,"[['43', 'not available', 'not available'], ['years ago', 34341, 'Q577'], ['17', 'not available', 'not available']]"
9241,vclaim-pol-09241,"[['New Jersey', 21648, 'Q1408'], ['solvent', 37431, 'Q146505']]"
9242,vclaim-pol-09242,"[['RIPTA', 3585182, 'Q7320944'], ['transit agency', 26162030, 'Q178512']]"
9243,vclaim-pol-09243,"[['76', 'not available', 'not available'], ['cancer treatment', 25081142, 'Q2575340'], ['Affordable Care Act', 25226624, 'Q1414593']]"
9244,vclaim-pol-09244,"[['501', 'not available', 'not available'], ['4', 'not available', 'not available'], ['2010', 'not available', 'not available']]"
9245,vclaim-pol-09245,"[['Says Texas lawmakers', 'not available', 'not available'], ['rainy day fund', 22154169, 'Q7285025'], ['$4 billion', 'not available', 'not available'], ['$8 billion', 'not available', 'not available']]"
9246,vclaim-pol-09246,"[['Republican', 32070, 'Q29468']]"
9247,vclaim-pol-09247,"[['Gov.', 253083, 'Q16202700'], ['John Kasich', 643932, 'Q69319'], ['workers’ compensation', 251412, 'Q1184466']]"
9248,vclaim-pol-09248,"[['violent crime', 273381, 'Q491040'], ['America', 29833, 'Q828'], ['1968', 'not available', 'not available'], ['500 percent', 'not available', 'not available']]"
9249,vclaim-pol-09249,"[['6', 'not available', 'not available'], ['10', 'not available', 'not available'], ['evenly distributed', 1699223, 'Q274506'], ['U.S.', 3434750, 'Q30']]"
9250,vclaim-pol-09250,"[['Americans', 'not available', 'not available'], ['Pong', 24947, 'Q216293'], ['Space Invaders', 74337, 'Q220665'], ['iPhone', 8841749, 'Q2766']]"
9251,vclaim-pol-09251,"[['Bush administration', 183895, 'Q1719918'], ['IRS', 23430752, 'Q973587']]"
9252,vclaim-pol-09252,"[['Barbara Buono', 1735656, 'Q4858790'], ['Trenton', 57843, 'Q25330'], ['raise taxes', 50845, 'Q179222'], ['154', 'not available', 'not available'], ['property taxes', 373814, 'Q607695'], ['70 percent.', 'not available', 'not available'], ['16 percent', 'not available', 'not available'], ['sales tax', 296328, 'Q11055488'], ['nursing homes', 430716, 'Q837142'], ['cell phones', 19644137, 'Q17517'], ['parking lots', 509748, 'Q6501349'], ['lottery', 228592, 'Q189409'], ['Corzine', 335077, 'Q380570'], ['New Jersey', 21648, 'Q1408'], ['$2 billion', 'not available', 'not available'], ['Barbara Buono', 1735656, 'Q4858790']]"
9253,vclaim-pol-09253,[]
9254,vclaim-pol-09254,"[['300-step', 'not available', 'not available']]"
9255,vclaim-pol-09255,"[['Barack Obama', 534366, 'Q76'], ['D.C. Circuit Court of Appeals', 575245, 'Q2918178']]"
9256,vclaim-pol-09256,"[['Civil War', 863, 'Q8676'], ['300,000', 'not available', 'not available'], ['Ohioans', 22199, 'Q1397'], ['Union Army', 360126, 'Q1752901']]"
9257,vclaim-pol-09257,"[['National Rifle Association', 70101, 'Q863259'], ['freed slaves', 13149886, 'Q841571'], ['Ku Klux Klan', 16779, 'Q47131']]"
9258,vclaim-pol-09258,"[['Austin', 1998, 'Q16559'], ['Democratic', 5043544, 'Q29552'], ['Republican', 32070, 'Q29468']]"
9259,vclaim-pol-09259,"[['Republicans', 32070, 'Q29468'], ['Benghazi', 204114, 'Q40816']]"
9260,vclaim-pol-09260,"[['U.S. Rep', 19468510, 'Q11701'], ['John Barrow', 'not available', 'not available'], ['IRS', 23430752, 'Q973587']]"
9261,vclaim-pol-09261,"[['Texas', 29810, 'Q1439'], ['Republican nominees', 1926711, 'Q2380299'], ['40 percent', 'not available', 'not available'], ['Latino vote', 35329066, 'Q16932148']]"
9262,vclaim-pol-09262,"[['24', 'not available', 'not available']]"
9263,vclaim-pol-09263,"[['Miami-Dade County', 27905225, 'Q468557'], ['$20 million', 'not available', 'not available']]"
9264,vclaim-pol-09264,"[['voting rights', 667785, 'Q405566'], ['non-violent', 178755, 'Q76611'], ['felons', 11293, 'Q178844']]"
9265,vclaim-pol-09265,"[['Cuyahoga County', 93128, 'Q251267'], ['savings account', 1137241, 'Q159421'], ['kindergarten', 217280, 'Q126807'], ['county in the United States', 88366, 'Q47168']]"
9266,vclaim-pol-09266,"[['oil drilling', 198570, 'Q587682'], ['Virginia', 32432, 'Q1370']]"
9267,vclaim-pol-09267,"[['Cheetos', 1027771, 'Q484544'], ['apple', 18978754, 'Q89'], ['Milwaukee', 53117, 'Q37836'], ['good luck', 192727, 'Q7632586'], ['apple', 18978754, 'Q89'], ['banana', 38940, 'Q503']]"
9268,vclaim-pol-09268,"[['Wisconsin', 33127, 'Q1537'], ['progressive tax', 301892, 'Q509331']]"
9269,vclaim-pol-09269,[]
9270,vclaim-pol-09270,"[['Gina Raimondo', 34584857, 'Q5562913'], ['$12 million', 'not available', 'not available'], ['$50 million', 'not available', 'not available']]"
9271,vclaim-pol-09271,[]
9272,vclaim-pol-09272,"[['13', 'not available', 'not available'], ['Texas', 29810, 'Q1439'], ['$10,000', 'not available', 'not available']]"
9273,vclaim-pol-09273,"[['Keystone XL Pipeline', 11675105, 'Q1631056'], ['earmark', 17649625, 'Q5326920']]"
9274,vclaim-pol-09274,"[['Obama administration', 20082093, 'Q1379733'], ['Clinton administration', 361745, 'Q2824550'], ['Bush administration', 183895, 'Q1719918']]"
9275,vclaim-pol-09275,"[['Oregon', 26811621, 'Q824']]"
9276,vclaim-pol-09276,"[['UK', 'not available', 'not available'], ['police force', 23627, 'Q35535'], ['firearm', 11966, 'Q1574963'], ['40', 'not available', 'not available'], ['U.S.', 3434750, 'Q30']]"
9277,vclaim-pol-09277,"[['federal government', 195149, 'Q48525'], ['$500 million', 'not available', 'not available'], ['$1', 'not available', 'not available'], ['$1', 'not available', 'not available']]"
9278,vclaim-pol-09278,"[['Dhimmitude', 665824, 'Q1151586'], ['107', 'not available', 'not available'], ['health care law', 25226624, 'Q1414593'], ['Muslims', 'not available', 'not available'], ['insurance', 15176, 'Q43183']]"
9279,vclaim-pol-09279,"[['taxpayer protection pledge', 308208, 'Q467448'], ['Charlie Crist', 1224681, 'Q374693']]"
9280,vclaim-pol-09280,"[['El Paso', 135823, 'Q16562']]"
9281,vclaim-pol-09281,[]
9282,vclaim-pol-09282,"[['Ronald Reagan', 25433, 'Q9960'], ['1986', 'not available', 'not available'], ['amnesty act', 55657, 'Q4184866'], ['Barack Obama', 534366, 'Q76'], ['15 million', 'not available', 'not available'], ['Hispanic', 273285, 'Q2035701'], ['2012', 'not available', 'not available']]"
9283,vclaim-pol-09283,"[['Democrats', 'not available', 'not available'], ['Georgia', 48830, 'Q1428'], ['general election ballot', 17099161, 'Q7101473'], ['2012', 'not available', 'not available'], ['100', 'not available', 'not available']]"
9284,vclaim-pol-09284,"[['community college', 5696, 'Q1336920'], ['$1,908', 'not available', 'not available']]"
9285,vclaim-pol-09285,"[['Health and Human Services Secretary', 58250, 'Q942326'], ['Kathleen Sebelius', 434025, 'Q27677'], ['insurance companies', 15176, 'Q43183'], ['Obamacare', 25226624, 'Q1414593']]"
9286,vclaim-pol-09286,"[['11', 'not available', 'not available'], ['year-old', 2545801, 'Q1595351'], ['FBI', 11127, 'Q8333'], ['$500', 'not available', 'not available'], ['criminal fine', 146699, 'Q2842797'], ['woodpecker', 210845, 'Q25439'], ['bird', 3410, 'Q5113']]"
9287,vclaim-pol-09287,"[['70,000', 'not available', 'not available'], ['Head Start', 267383, 'Q10973208']]"
9288,vclaim-pol-09288,"[['Norcross City Council', 'not available', 'not available']]"
9289,vclaim-pol-09289,"[['18 percent', 'not available', 'not available'], ['conservation purposes', 100089, 'Q628403']]"
9290,vclaim-pol-09290,"[['Gov', 101141, 'Q693032'], ['Christie', 'not available', 'not available'], ['New Jersey', 21648, 'Q1408'], ['400,000', 'not available', 'not available'], ['middle class', 251534, 'Q241588'], ['property taxes', 373814, 'Q607695'], ['college tuition', 249320, 'Q538104']]"
9291,vclaim-pol-09291,"[['malnutrition', 258979, 'Q12167']]"
9292,vclaim-pol-09292,"[['inspector general', 961577, 'Q2305417'], ['IRS', 23430752, 'Q973587'], ['political motivation', 37307, 'Q217105'], ['tax-exempt', 960403, 'Q705450'], ['tea party', 22754875, 'Q19042']]"
9293,vclaim-pol-09293,"[['large-scale attacks', 50021902, 'Q23688698'], ['United States', 3434750, 'Q30']]"
9294,vclaim-pol-09294,"[['America', 'not available', 'not available']]"
9295,vclaim-pol-09295,"[['charter school', 40148490, 'Q12241709']]"
9296,vclaim-pol-09296,"[['state of Georgia', 48830, 'Q1428'], ['16 percent', 'not available', 'not available']]"
9297,vclaim-pol-09297,"[['25 percent', 'not available', 'not available'], ['Texas high school', 10588778, 'Q7707730']]"
9298,vclaim-pol-09298,"[['Oregon', 26811621, 'Q824'], ['2010', 'not available', 'not available'], ['49 percent', 'not available', 'not available'], ['pregnancies were unintended', 21071926, 'Q3817591']]"
9299,vclaim-pol-09299,"[['fingerprinting', 84777, 'Q178022']]"
9300,vclaim-pol-09300,"[['New Jersey', 21648, 'Q1408'], ['$1.6 billion', 'not available', 'not available'], ['handing', 8637, 'Q36794'], ['$2.1 billion', 'not available', 'not available'], ['corporate tax', 912407, 'Q645011']]"
9301,vclaim-pol-09301,"[['frisked', 7714031, 'Q3847734'], ['New York City', 645042, 'Q60']]"
9302,vclaim-pol-09302,"[['millions of dollars', 4365327, 'Q7368619']]"
9303,vclaim-pol-09303,"[['six cents', 'not available', 'not available'], ['Ohio', 22199, 'Q1397'], ['Medicaid', 55794, 'Q1141363'], ['China', 5405, 'Q148']]"
9304,vclaim-pol-09304,"[['IRS', 23430752, 'Q973587'], ['burden of proof', 61610, 'Q9012745']]"
9305,vclaim-pol-09305,"[['1,000', 'not available', 'not available'], ['Florida', 18933066, 'Q812']]"
9306,vclaim-pol-09306,"[['Hillary Clinton', 5043192, 'Q6294'], ['Benghazi', 204114, 'Q40816']]"
9307,vclaim-pol-09307,"[['Sam Houston', 60024, 'Q216547'], ['Texas', 29810, 'Q1439']]"
9308,vclaim-pol-09308,"[['referendum', 51582, 'Q43109'], ['Milwaukee County Board', 8708685, 'Q16987940'], ['two-thirds', 638313, 'Q1362323']]"
9309,vclaim-pol-09309,"[['120,000', 'not available', 'not available'], ['solar energy', 27743, 'Q40015'], ['United States', 3434750, 'Q30'], ['1,700', 'not available', 'not available'], ['Georgia', 48830, 'Q1428']]"
9310,vclaim-pol-09310,"[['300', 'not available', 'not available'], ['congenital heart defect', 868953, 'Q939364'], ['common birth', 10593202, 'Q3916771'], ['America', 'not available', 'not available']]"
9311,vclaim-pol-09311,"[['Texas high school', 10588778, 'Q7707730'], ['Algebra II', 24836125, 'Q6786903']]"
9312,vclaim-pol-09312,"[['IRS', 23430752, 'Q973587'], ['national database', 11358882, 'Q3071343'], ['health care', 261925, 'Q31207'], ['Americans', 'not available', 'not available']]"
9313,vclaim-pol-09313,"[['2010', 'not available', 'not available'], ['700,000', 'not available', 'not available']]"
9314,vclaim-pol-09314,"[['IRS', 23430752, 'Q973587']]"
9315,vclaim-pol-09315,"[['IRS', 23430752, 'Q973587']]"
9316,vclaim-pol-09316,"[['Fulton', 'not available', 'not available'], ['County government', 52786, 'Q6501447'], ['millage rate', 248896, 'Q181011'], ['1991', 'not available', 'not available']]"
9317,vclaim-pol-09317,[]
9318,vclaim-pol-09318,"[['Buono', 'not available', 'not available'], ['154', 'not available', 'not available'], ['sales tax', 296328, 'Q11055488'], ['income tax', 50845, 'Q179222'], ['health care', 261925, 'Q31207'], ['small business', 276495, 'Q1109680']]"
